"","idno","cntry","nwspol","netusoft","netustm","polintr","psppsgva","cptppola","trstprl","trstlgl","trstplc","trstplt","trstprt","trstsci","happy","inprdsc","gndr","agea"
"19928",16736,"IT",120,5,330,2,2,3,5,7,8,4,4,9,10,4,1,56
"19929",16739,"IT",120,1,6666,4,1,2,2,88,6,2,2,6,6,0,2,75
"19930",16751,"IT",30,5,120,3,2,2,5,6,6,3,3,5,6,2,1,22
"19931",16760,"IT",1150,1,6666,4,1,1,1,1,6,0,0,88,6,2,2,999
"19932",16762,"IT",120,5,300,2,2,3,4,5,6,2,3,7,7,4,1,19
"19933",16772,"IT",120,5,120,3,1,2,1,5,6,0,1,6,8,5,1,33
"19934",16773,"IT",20,5,360,4,3,2,7,7,8,5,5,8,10,4,1,18
"19935",16777,"IT",60,5,30,2,2,2,6,8,8,5,7,8,8,1,1,53
"19936",16791,"IT",90,5,150,2,2,2,6,5,6,4,4,8,8,2,2,41
"19937",16792,"IT",60,5,60,1,1,2,7,8,10,6,7,9,9,1,1,51
"19938",16796,"IT",30,5,180,3,1,2,2,5,5,0,0,9,8,4,1,26
"19939",16838,"IT",20,5,60,3,1,1,4,4,8,2,2,8,7,3,1,37
"19940",16844,"IT",30,1,6666,4,1,1,3,7,9,1,1,9,6,2,2,84
"19941",16851,"IT",180,5,180,3,1,2,8,9,9,9,9,9,8,1,2,23
"19942",16858,"IT",45,5,120,3,2,1,6,8,8,4,4,10,5,3,2,23
"19943",16859,"IT",60,5,600,2,3,3,10,10,9,7,7,10,9,3,1,54
"19944",16874,"IT",20,5,300,4,1,2,6,7,8,5,5,6,8,3,2,29
"19945",16875,"IT",90,5,120,2,3,3,6,6,7,6,6,7,5,2,2,47
"19946",16878,"IT",0,1,6666,4,2,1,0,0,0,0,0,0,0,4,2,90
"19947",16882,"IT",30,5,120,4,1,2,0,0,2,0,0,3,8,3,2,42
"19948",16884,"IT",0,1,6666,4,2,3,4,88,6,3,3,9,8,4,2,81
"19949",16885,"IT",60,5,300,2,2,3,4,7,7,5,5,7,8,2,2,48
"19950",16897,"IT",60,5,71,3,2,2,6,2,8,7,7,7,4,3,2,32
"19951",16902,"IT",0,5,180,3,2,1,8,8,8,8,8,8,9,4,2,26
"19952",16907,"IT",30,5,120,2,2,2,5,6,7,4,4,7,7,2,2,32
"19953",16923,"IT",30,5,360,3,2,1,4,4,5,4,4,7,8,3,2,36
"19954",16928,"IT",589,2,6666,4,2,1,3,2,5,0,0,7,5,1,1,53
"19955",16940,"IT",120,5,240,3,2,1,6,7,7,6,6,6,8,4,2,59
"19956",16942,"IT",10,5,8888,4,8,2,6,7,9,88,88,10,9,4,2,23
"19957",16947,"IT",90,5,150,4,1,1,1,5,7,0,0,9,8,3,2,57
"19958",16948,"IT",180,3,6666,3,2,2,4,4,4,4,4,88,7,2,2,61
"19959",16951,"IT",60,5,60,4,1,1,4,6,7,3,2,6,10,6,2,66
"19960",16958,"IT",10,4,60,4,2,2,3,7,5,2,7,9,8,2,2,37
"19961",16960,"IT",180,5,60,2,2,2,5,6,8,4,4,8,8,88,1,80
"19962",17001,"IT",0,5,120,4,1,1,2,3,4,1,1,6,7,3,1,40
"19963",17007,"IT",110,4,210,3,2,2,4,6,6,2,2,8,7,2,2,62
"19964",17027,"IT",30,2,6666,4,2,1,6,8,9,5,4,7,7,0,2,67
"19965",17040,"IT",90,2,6666,2,2,2,5,2,9,5,4,8,6,2,2,76
"19966",17058,"IT",20,5,15,3,2,1,6,7,10,3,3,10,7,0,2,56
"19967",17065,"IT",1,5,60,3,1,2,7,6,8,3,3,6,6,0,1,65
"19968",17076,"IT",275,1,6666,3,1,8,6,8,10,6,6,10,5,2,2,71
"19969",17078,"IT",8888,5,8888,2,2,3,77,77,77,77,77,10,10,2,1,29
"19970",17087,"IT",60,4,360,3,1,2,5,5,6,4,3,8,6,3,1,35
"19971",17090,"IT",150,2,6666,3,2,2,5,5,5,6,5,5,7,0,2,76
"19972",17092,"IT",15,3,6666,4,1,2,3,3,2,0,0,6,4,2,1,66
"19973",17093,"IT",120,5,8888,3,1,2,2,7,8,0,0,8,8,1,1,44
"19974",17107,"IT",60,5,180,3,2,2,7,8,9,5,4,9,8,2,2,33
"19975",17126,"IT",717,4,30,3,1,2,2,5,5,2,2,8,8,3,2,64
"19976",17138,"IT",210,1,6666,3,2,1,2,4,8,2,2,2,7,2,2,89
"19977",17152,"IT",20,1,6666,4,8,8,88,88,88,88,88,0,4,4,2,88
"19978",17157,"IT",360,5,300,3,1,2,1,2,1,3,2,6,6,2,1,35
"19979",17169,"IT",60,5,150,2,1,2,5,8,9,5,5,9,9,2,2,46
"19980",17179,"IT",60,5,420,3,2,2,6,5,6,0,2,9,8,1,2,60
"19981",17182,"IT",90,5,90,2,1,3,1,1,3,1,1,5,6,4,2,55
"19982",17184,"IT",90,5,120,2,1,2,3,3,6,3,4,6,5,3,1,999
"19983",17187,"IT",60,5,240,2,2,2,6,7,7,7,7,7,8,3,1,38
"19984",17196,"IT",90,5,150,3,2,2,5,5,5,2,2,8,8,1,1,36
"19985",17199,"IT",20,3,6666,3,2,3,7,7,8,6,7,9,8,4,1,26
"19986",17219,"IT",90,5,180,4,1,1,6,5,8,5,5,4,7,1,1,57
"19987",17221,"IT",180,5,150,2,1,2,0,0,5,0,0,3,8,1,2,999
"19988",17223,"IT",931,5,600,3,1,1,8,9,10,7,8,9,7,1,2,62
"19989",17226,"IT",90,4,60,3,2,2,4,4,3,2,4,2,5,2,2,57
"19990",17231,"IT",8888,5,65,3,2,2,6,6,7,4,6,8,7,4,2,30
"19991",17235,"IT",8888,2,6666,3,2,1,2,6,5,5,2,6,7,77,2,64
"19992",17241,"IT",120,5,240,3,1,2,0,0,5,0,0,5,5,1,1,52
"19993",17243,"IT",0,5,180,4,1,2,3,5,6,2,2,7,8,3,1,26
"19994",17245,"IT",120,5,180,4,2,1,5,4,6,3,4,4,6,1,2,32
"19995",17259,"IT",0,1,6666,4,2,1,7,7,7,7,8,8,6,5,1,90
"19996",17269,"IT",120,4,300,3,2,2,5,5,5,5,5,5,8,3,1,999
"19997",17270,"IT",775,4,90,1,1,2,4,5,6,6,3,8,8,4,2,60
"19998",17274,"IT",960,2,6666,3,3,2,6,9,9,5,5,9,10,0,1,62
"19999",17275,"IT",60,2,6666,3,2,2,2,0,10,0,0,8,7,0,1,59
"20000",17280,"IT",0,5,120,4,1,4,2,2,7,0,0,7,2,0,2,47
"20001",17281,"IT",180,4,60,3,2,2,8,6,8,0,0,10,5,1,2,66
"20002",17282,"IT",180,3,6666,3,2,2,6,7,8,5,8,9,6,2,1,66
"20003",17284,"IT",90,5,240,4,1,2,4,6,8,1,3,9,7,2,1,25
"20004",17288,"IT",150,5,180,2,2,2,8,9,9,9,9,9,7,0,1,64
"20005",17290,"IT",60,5,240,2,2,2,7,7,7,5,5,7,7,2,2,40
"20006",17293,"IT",825,4,180,3,2,2,4,4,7,5,6,7,7,5,1,51
"20007",17302,"IT",15,5,150,3,2,2,4,5,4,4,4,10,9,3,1,47
"20008",17316,"IT",210,1,6666,4,1,1,1,4,5,1,1,8,4,2,2,81
"20009",17319,"IT",0,5,300,4,8,8,4,2,4,88,0,88,10,1,1,18
"20010",17325,"IT",60,3,6666,2,2,2,7,7,8,4,4,7,7,3,2,74
"20011",17335,"IT",60,5,120,2,2,3,5,6,7,3,4,6,8,4,1,54
"20012",17346,"IT",60,5,240,2,2,2,6,7,7,5,5,7,7,2,1,34
"20013",17347,"IT",90,5,480,2,2,3,4,8,6,5,4,10,4,2,1,41
"20014",17350,"IT",60,5,240,3,2,3,4,5,6,2,1,8,9,2,1,49
"20015",17357,"IT",90,2,6666,4,1,1,0,0,0,0,0,3,6,0,1,71
"20016",17362,"IT",30,4,120,3,1,2,0,6,2,0,0,6,7,5,1,37
"20017",17390,"IT",5,5,30,4,1,1,0,0,1,0,0,4,7,1,1,43
"20018",17411,"IT",90,2,6666,4,3,2,4,3,3,4,4,3,6,3,1,32
"20019",17423,"IT",60,3,6666,2,2,1,7,7,7,5,5,8,7,2,2,60
"20020",17434,"IT",60,1,6666,3,2,1,4,6,7,2,2,7,8,2,2,50
"20021",17437,"IT",690,4,60,2,3,2,9,7,8,6,7,9,6,1,2,68
"20022",17457,"IT",60,5,60,3,1,1,5,5,7,1,1,7,8,3,2,67
"20023",17472,"IT",60,4,180,3,2,1,4,5,5,5,5,7,9,3,2,999
"20024",17476,"IT",60,5,300,1,1,4,3,0,9,0,0,9,8,5,2,45
"20025",17484,"IT",120,2,6666,3,2,2,4,5,7,3,3,6,7,2,1,72
"20026",17486,"IT",40,3,6666,3,2,2,3,3,4,1,1,6,6,1,1,43
"20027",17492,"IT",903,1,6666,4,2,3,4,5,3,2,2,7,6,1,2,70
"20028",17499,"IT",30,5,120,2,2,3,7,8,9,7,6,9,8,3,1,45
"20029",17519,"IT",90,4,60,2,2,2,5,7,7,3,3,7,7,2,1,65
"20030",17529,"IT",10,5,120,3,2,2,5,5,5,5,5,7,7,3,2,33
"20031",17533,"IT",30,5,90,2,1,2,6,5,6,4,4,7,7,2,1,25
"20032",17539,"IT",120,4,95,4,3,1,5,3,3,3,3,2,77,4,2,21
"20033",17541,"IT",105,5,150,2,3,5,7,7,9,4,5,7,6,1,1,60
"20034",17552,"IT",8888,5,270,2,2,3,4,4,5,5,5,7,5,3,2,61
"20035",17554,"IT",45,3,6666,2,2,1,6,7,7,4,5,7,7,3,1,74
"20036",17555,"IT",120,5,300,2,3,3,5,6,6,6,6,7,8,3,1,53
"20037",17559,"IT",120,5,180,2,3,3,9,9,9,8,8,10,10,1,2,39
"20038",17560,"IT",120,4,120,3,2,2,2,4,4,2,2,4,8,2,2,58
"20039",17566,"IT",60,5,150,2,2,2,6,6,5,4,4,7,8,3,2,69
"20040",17570,"IT",150,5,210,4,1,2,2,5,8,2,2,8,6,3,2,24
"20041",17573,"IT",573,1,6666,2,1,1,88,6,8,7,0,6,8,2,2,84
"20042",17582,"IT",165,5,630,3,2,2,5,6,7,3,3,7,10,0,1,51
"20043",17590,"IT",120,4,120,3,2,3,8,9,9,9,9,10,8,2,2,61
"20044",17594,"IT",60,5,300,3,2,1,6,6,6,6,6,6,8,2,1,51
"20045",17598,"IT",30,5,60,3,2,2,6,7,7,2,2,7,7,3,2,27
"20046",17614,"IT",1110,1,6666,4,1,2,5,5,5,5,3,8,5,0,1,60
"20047",17616,"IT",120,1,6666,2,2,1,4,4,4,4,4,7,5,2,1,84
"20048",17631,"IT",180,5,120,3,2,2,0,5,10,5,3,10,8,1,2,52
"20049",17632,"IT",240,5,240,3,2,2,5,5,4,3,3,5,5,3,1,17
"20050",17635,"IT",60,4,120,3,2,2,4,4,4,2,2,4,4,2,1,40
"20051",17640,"IT",60,5,90,3,1,1,0,6,6,1,1,8,7,3,2,27
"20052",17653,"IT",20,5,480,2,1,3,5,8,7,4,4,7,8,2,2,27
"20053",17677,"IT",600,5,180,4,1,1,2,88,88,4,4,5,6,1,2,38
"20054",17679,"IT",120,4,15,1,1,3,4,5,7,0,0,10,9,5,1,57
"20055",17686,"IT",90,1,6666,4,1,2,5,7,8,5,3,8,7,2,2,77
"20056",17691,"IT",10,5,15,4,1,3,7,8,8,5,0,10,6,1,2,60
"20057",17702,"IT",0,1,6666,3,1,2,7,5,5,4,4,8,8,2,2,86
"20058",17705,"IT",30,1,6666,2,2,3,8,8,8,8,8,8,6,2,1,60
"20059",17716,"IT",180,5,180,2,2,4,7,8,7,4,6,9,9,1,1,53
"20060",17717,"IT",120,5,60,3,2,2,3,2,7,3,2,5,8,1,1,81
"20061",17720,"IT",120,5,120,4,4,1,0,9,9,2,5,9,10,3,1,36
"20062",17738,"IT",120,5,480,1,1,3,6,8,9,2,3,10,9,0,2,64
"20063",17757,"IT",120,4,90,3,2,2,6,5,7,4,4,8,7,2,1,85
"20064",17762,"IT",30,5,360,2,2,2,6,88,9,4,4,10,7,4,1,20
"20065",17770,"IT",642,2,6666,2,3,3,7,6,7,8,7,9,8,2,2,60
"20066",17779,"IT",180,4,180,2,3,4,8,9,7,6,5,9,9,2,1,74
"20067",17781,"IT",705,5,270,3,1,2,6,6,7,5,6,9,8,3,2,24
"20068",17785,"IT",1035,1,6666,4,1,1,5,7,8,8,1,9,8,77,1,56
"20069",17792,"IT",60,1,6666,4,1,1,1,5,7,1,1,8,7,2,2,73
"20070",17794,"IT",60,1,6666,3,2,4,6,2,6,5,5,88,9,3,1,83
"20071",17795,"IT",60,2,6666,3,2,3,3,3,3,4,4,4,4,5,1,40
"20072",17806,"IT",240,3,6666,2,2,2,6,5,9,6,6,9,4,2,2,60
"20073",17809,"IT",240,5,300,2,2,1,8,8,8,8,8,8,8,4,2,75
"20074",17810,"IT",120,5,180,4,1,2,0,5,10,0,0,6,5,0,2,52
"20075",17819,"IT",130,5,255,2,1,3,5,7,8,3,2,7,5,1,1,27
"20076",17821,"IT",60,1,6666,4,1,8,0,2,6,0,0,7,7,1,2,86
"20077",17828,"IT",120,5,180,3,2,2,5,5,6,3,5,7,7,3,1,29
"20078",17833,"IT",90,4,180,2,2,3,6,7,7,3,2,7,7,3,1,57
"20079",17839,"IT",30,5,600,3,3,1,0,1,6,0,0,8,10,0,2,72
"20080",17840,"IT",30,5,300,2,2,2,6,5,7,1,1,6,5,4,2,37
"20081",17848,"IT",60,4,60,4,1,2,2,7,8,2,2,7,5,1,2,63
"20082",17851,"IT",120,5,240,2,2,3,5,7,7,3,3,9,7,1,2,57
"20083",17854,"IT",5,2,6666,4,2,1,7,7,7,7,7,8,7,1,1,32
"20084",17859,"IT",60,5,600,2,2,2,5,8,8,5,4,9,8,2,2,999
"20085",17872,"IT",870,4,10,3,2,2,2,7,10,5,3,9,9,3,2,75
"20086",17885,"IT",1142,2,6666,4,2,2,5,3,6,5,6,6,6,1,2,68
"20087",17897,"IT",60,3,6666,3,2,8,1,7,7,2,2,7,6,2,2,65
"20088",17904,"IT",60,5,240,3,1,3,5,5,7,3,3,9,8,5,1,40
"20089",17909,"IT",90,5,60,3,1,1,2,4,5,2,3,5,8,3,2,51
"20090",17911,"IT",55,4,8888,4,1,8,0,0,7,0,0,8,6,4,2,46
"20091",17913,"IT",20,2,6666,2,3,4,7,6,8,7,6,8,6,4,2,19
"20092",17914,"IT",30,5,240,3,2,5,7,8,8,6,7,8,8,3,1,62
"20093",17923,"IT",150,5,240,2,2,3,7,6,7,5,4,9,9,4,1,19
"20094",17924,"IT",30,4,50,2,1,2,3,6,6,2,1,5,8,3,1,61
"20095",17928,"IT",60,5,300,4,2,2,5,6,7,1,3,9,8,1,1,34
"20096",17931,"IT",60,5,45,2,4,3,8,7,7,7,8,10,9,3,2,70
"20097",17937,"IT",60,5,240,2,2,4,7,8,7,2,2,6,10,6,1,45
"20098",17938,"IT",60,5,165,3,1,2,4,6,6,4,3,7,0,2,1,41
"20099",17950,"IT",60,4,240,2,3,3,6,6,6,6,5,7,7,4,1,64
"20100",17951,"IT",20,5,540,3,1,2,2,3,4,0,0,5,7,4,2,26
"20101",17962,"IT",190,4,300,3,1,2,4,6,7,2,2,10,8,1,1,25
"20102",17968,"IT",120,5,120,1,3,3,5,8,8,8,4,9,8,3,2,47
"20103",17974,"IT",30,1,6666,4,1,1,2,8,9,3,5,9,9,1,2,65
"20104",18002,"IT",120,5,180,4,2,2,0,0,0,0,0,10,8,6,1,56
"20105",18009,"IT",90,5,60,4,1,1,6,6,7,4,3,7,8,2,1,48
"20106",18011,"IT",90,2,6666,4,1,2,4,5,9,0,0,8,8,2,2,44
"20107",18026,"IT",60,5,150,4,2,3,5,9,9,5,5,0,10,3,2,32
"20108",18027,"IT",150,5,510,3,1,1,1,4,5,1,1,9,3,6,1,22
"20109",18032,"IT",150,5,330,4,8,8,88,88,10,88,88,10,7,1,2,55
"20110",18036,"IT",120,3,6666,3,2,2,4,5,7,3,3,6,6,2,2,50
"20111",18052,"IT",120,5,121,2,2,3,5,8,8,4,4,9,6,3,1,37
"20112",18055,"IT",30,1,6666,4,1,1,1,3,10,1,1,9,2,1,1,77
"20113",18057,"IT",90,2,6666,3,1,2,6,7,7,5,5,8,7,2,2,72
"20114",18059,"IT",240,5,120,4,1,1,0,4,6,0,0,6,8,4,2,52
"20115",18060,"IT",30,1,6666,2,2,2,5,8,7,3,2,8,4,0,1,70
"20116",18063,"IT",846,4,60,2,2,3,7,8,8,4,5,10,8,3,1,60
"20117",18068,"IT",150,5,150,4,1,2,7,4,5,3,2,7,10,2,2,18
"20118",18079,"IT",120,5,90,3,2,3,5,7,8,5,5,9,7,1,1,38
"20119",18082,"IT",8888,1,6666,3,1,2,6,8,8,7,7,8,7,3,1,80
"20120",18087,"IT",30,5,210,2,2,3,7,7,8,5,5,7,8,2,1,45
"20121",18090,"IT",945,4,30,3,2,2,6,7,8,4,4,8,7,1,1,68
"20122",18091,"IT",970,5,60,3,1,2,5,4,6,2,1,8,4,1,2,62
"20123",18099,"IT",20,1,6666,4,1,1,6,8,9,7,7,8,4,2,2,72
"20124",18101,"IT",0,5,120,4,1,2,3,6,8,4,4,9,7,3,1,32
"20125",18102,"IT",240,5,120,3,3,4,6,5,6,7,7,6,5,1,2,57
"20126",18109,"IT",1080,5,180,3,2,3,5,4,4,2,2,8,8,4,2,58
"20127",18118,"IT",120,5,360,3,1,1,7,7,7,7,7,7,8,3,2,55
"20128",18121,"IT",120,5,330,4,1,1,5,5,7,4,4,7,8,4,2,28
"20129",18141,"IT",30,5,60,4,1,2,0,2,4,0,0,3,6,2,2,37
"20130",18151,"IT",15,4,30,4,2,3,2,5,7,0,0,10,10,3,1,66
"20131",18157,"IT",1080,5,60,3,2,2,8,8,8,7,6,9,8,4,2,76
"20132",18158,"IT",60,5,150,3,2,1,7,6,6,4,4,7,7,3,2,36
"20133",18171,"IT",180,4,120,2,3,4,7,8,8,7,7,9,8,4,1,68
"20134",18190,"IT",30,5,30,3,2,2,5,6,8,6,6,8,6,1,1,48
"20135",18194,"IT",15,4,90,3,1,2,3,3,6,2,3,8,5,3,1,54
"20136",18217,"IT",30,5,240,4,2,2,4,6,8,3,3,8,8,3,1,24
"20137",18219,"IT",8888,2,6666,3,8,2,4,4,4,4,4,5,4,5,2,74
"20138",18225,"IT",150,5,180,2,2,3,5,3,7,6,8,7,8,2,1,49
"20139",18228,"IT",155,1,6666,3,1,1,1,7,8,0,0,6,4,0,1,74
"20140",18231,"IT",697,5,240,4,1,2,2,2,8,3,2,6,10,6,2,80
"20141",18232,"IT",60,2,6666,4,1,1,2,3,3,0,0,3,8,1,1,71
"20142",18237,"IT",8888,2,6666,3,2,2,5,5,7,6,5,7,8,0,1,77
"20143",18243,"IT",90,5,180,2,1,2,0,3,2,2,1,7,7,1,1,58
"20144",18245,"IT",30,2,6666,3,2,2,2,6,7,2,2,7,6,2,1,67
"20145",18248,"IT",150,5,180,4,1,2,2,5,7,1,1,8,10,4,2,26
"20146",18253,"IT",60,5,180,3,1,1,5,5,7,5,5,7,9,5,1,21
"20147",18255,"IT",876,1,6666,3,2,2,2,6,7,1,1,6,8,1,1,68
"20148",18257,"IT",150,5,210,2,2,2,6,7,8,5,5,8,8,3,2,56
"20149",18273,"IT",10,5,480,3,2,3,5,3,7,6,6,7,2,3,2,29
"20150",18274,"IT",180,5,300,2,2,3,3,4,4,1,1,6,9,4,1,29
"20151",18278,"IT",20,5,240,3,1,1,8,8,8,8,8,8,8,3,1,45
"20152",18290,"IT",240,3,6666,4,1,1,1,6,6,1,1,7,6,1,1,74
"20153",18291,"IT",150,5,240,2,3,5,5,7,8,5,5,9,10,3,1,75
"20154",18292,"IT",60,2,6666,3,2,1,3,5,6,2,3,3,7,2,2,65
"20155",18298,"IT",90,5,240,2,3,3,6,7,7,4,3,6,8,2,1,34
"20156",18319,"IT",10,1,6666,4,1,1,1,1,3,1,1,6,7,2,2,78
"20157",18335,"IT",8888,2,6666,4,1,1,5,5,6,2,2,4,10,0,2,56
"20158",18337,"IT",120,5,180,2,2,4,2,3,8,1,1,5,9,2,1,82
"20159",18342,"IT",120,1,6666,4,8,8,8,8,6,6,6,6,3,5,1,55
"20160",18347,"IT",0,1,6666,4,1,1,5,4,5,2,1,4,6,1,2,90
"20161",18359,"IT",180,5,150,2,2,4,3,2,4,1,1,9,8,3,2,66
"20162",18362,"IT",60,4,8888,2,2,2,6,6,7,3,4,6,8,6,2,69
"20163",18368,"IT",0,2,6666,4,1,2,0,0,5,0,0,7,6,3,1,57
"20164",18370,"IT",30,5,150,2,3,3,5,5,7,4,5,10,8,1,2,42
"20165",18371,"IT",120,5,180,4,1,1,0,2,7,1,1,2,7,2,1,56
"20166",18377,"IT",20,5,180,3,1,1,5,7,6,6,4,5,7,1,1,32
"20167",18380,"IT",30,1,6666,3,1,2,1,3,2,1,1,4,8,1,2,89
"20168",18381,"IT",1090,1,6666,4,1,1,10,9,10,0,0,10,8,1,2,78
"20169",18387,"IT",0,5,60,3,1,3,0,0,0,0,0,3,8,88,1,47
"20170",18388,"IT",240,2,6666,3,1,1,7,7,6,6,7,7,8,3,2,77
"20171",18389,"IT",120,5,240,3,2,2,4,7,7,3,2,7,7,2,2,43
"20172",18394,"IT",30,5,20,4,1,2,4,88,88,88,88,5,6,2,2,43
"20173",18396,"IT",120,5,120,3,3,2,5,5,8,4,4,7,8,2,2,41
"20174",18399,"IT",60,5,300,1,1,4,1,4,3,1,0,2,7,4,1,25
"20175",18402,"IT",165,1,6666,3,1,1,0,0,10,0,0,10,4,0,2,65
"20176",18403,"IT",943,1,6666,4,1,1,7,8,7,0,0,9,8,2,2,58
"20177",18404,"IT",5,5,210,3,1,1,8,7,8,6,6,9,6,1,1,17
"20178",18406,"IT",1003,5,180,4,1,1,0,1,1,0,0,5,10,3,2,35
"20179",18408,"IT",120,5,300,2,2,2,2,5,7,2,2,6,7,2,2,25
"20180",18413,"IT",45,4,120,3,1,2,0,2,3,0,3,6,7,1,2,65
"20181",18418,"IT",240,1,6666,3,3,2,1,1,6,5,1,7,7,2,2,78
"20182",18429,"IT",722,2,6666,3,1,2,3,4,6,2,2,6,7,0,1,75
"20183",18430,"IT",0,5,8888,4,1,1,1,5,1,1,0,7,7,4,2,71
"20184",18435,"IT",60,5,360,3,1,3,1,1,3,0,0,7,9,4,2,17
"20185",18443,"IT",120,5,270,3,2,3,7,6,7,5,5,9,8,2,1,18
"20186",18448,"IT",40,5,180,2,2,3,6,5,6,4,4,8,8,3,1,20
"20187",18450,"IT",240,5,480,2,1,5,0,5,5,0,0,7,5,2,1,59
"20188",18458,"IT",30,5,480,2,1,3,0,2,7,0,0,8,8,3,1,41
"20189",18463,"IT",60,5,60,2,2,2,7,5,7,6,5,7,8,1,1,54
"20190",18473,"IT",70,4,45,2,2,2,3,2,3,3,3,7,8,3,2,65
"20191",18475,"IT",60,5,120,2,2,3,2,9,9,2,2,8,10,2,1,50
"20192",18479,"IT",60,5,120,3,2,2,5,5,7,4,6,8,7,2,2,24
"20193",18484,"IT",30,5,120,3,3,7,5,6,8,4,4,7,7,4,1,65
"20194",18495,"IT",120,5,420,2,2,3,7,7,7,6,6,8,7,1,1,58
"20195",18500,"IT",60,5,240,4,2,1,5,6,9,5,5,7,9,3,2,18
"20196",18501,"IT",20,4,600,3,2,3,0,4,7,0,0,7,7,2,2,34
"20197",18514,"IT",180,5,150,2,1,2,2,0,6,1,1,3,8,2,2,49
"20198",18522,"IT",600,5,240,4,1,1,2,1,2,1,0,5,3,3,1,25
"20199",18523,"IT",180,5,60,2,2,3,0,0,6,0,0,6,7,1,2,58
"20200",18531,"IT",180,5,300,2,2,4,5,8,6,6,4,5,4,3,2,30
"20201",18543,"IT",15,5,300,3,2,2,4,4,7,0,2,8,8,0,2,48
"20202",18556,"IT",60,4,60,3,1,3,5,6,8,5,5,6,9,4,1,80
"20203",18566,"IT",300,8,6666,3,3,2,5,4,6,4,7,5,4,77,2,18
"20204",18569,"IT",15,1,6666,4,1,1,5,7,7,4,4,8,7,1,2,83
"20205",18603,"IT",150,4,30,3,2,2,1,1,4,1,0,3,7,2,2,57
"20206",18606,"IT",10,5,60,4,2,1,6,6,7,5,5,7,8,2,1,19
"20207",18619,"IT",120,5,120,2,2,2,1,4,8,2,1,8,7,2,2,19
"20208",18624,"IT",30,5,240,3,2,2,5,5,5,5,5,5,8,3,2,51
"20209",18627,"IT",60,5,360,2,2,1,7,7,7,4,3,7,8,2,2,26
"20210",18635,"IT",60,5,180,2,3,2,8,10,10,3,5,8,5,2,1,33
"20211",18642,"IT",0,5,240,4,1,1,5,8,8,6,6,9,9,3,1,19
"20212",18646,"IT",0,5,120,4,1,1,4,5,8,2,1,5,3,2,1,28
"20213",18660,"IT",120,4,30,3,1,2,7,9,9,4,5,9,8,3,2,64
"20214",18663,"IT",90,4,60,2,2,2,7,7,7,5,4,7,8,3,1,69
"20215",18673,"IT",30,5,150,4,1,1,0,6,7,0,0,8,9,4,1,72
"20216",18674,"IT",210,1,6666,4,1,1,0,4,5,0,0,7,3,2,1,80
"20217",18687,"IT",60,5,60,2,1,4,6,6,7,2,1,7,10,3,1,56
"20218",18694,"IT",30,4,60,2,2,2,6,9,10,6,6,10,6,2,2,66
"20219",18704,"IT",0,5,240,3,2,1,0,5,6,0,0,10,8,1,1,33
"20220",18707,"IT",90,5,210,2,2,3,6,8,8,3,3,9,8,4,2,21
"20221",18721,"IT",120,2,6666,3,3,2,5,1,6,2,2,4,10,3,2,78
"20222",18723,"IT",150,5,300,2,2,2,2,7,6,2,2,8,7,2,2,31
"20223",18724,"IT",666,1,6666,3,1,2,5,5,6,3,3,8,8,2,2,61
"20224",18730,"IT",1206,5,300,3,2,2,3,5,4,3,4,5,7,1,1,29
"20225",18731,"IT",0,5,120,4,2,2,5,5,6,5,5,7,8,3,1,18
"20226",18732,"IT",60,4,60,4,1,1,4,4,7,4,3,8,6,88,2,52
"20227",18734,"IT",40,4,40,3,2,2,5,6,5,5,4,8,7,2,2,53
"20228",18739,"IT",90,5,120,3,2,2,8,7,8,4,6,8,8,3,2,62
"20229",18748,"IT",180,5,180,3,2,3,5,6,8,6,6,7,7,0,1,32
"20230",18767,"IT",90,2,6666,4,1,1,1,4,10,0,0,6,2,2,2,71
"20231",18788,"IT",30,3,6666,2,3,2,5,5,6,4,5,7,7,5,1,55
"20232",18789,"IT",810,1,6666,4,1,2,1,3,5,1,1,5,6,0,1,74
"20233",18794,"IT",60,1,6666,4,1,2,1,2,2,2,1,2,2,3,2,53
"20234",18815,"IT",8888,5,420,4,2,2,3,4,7,4,5,4,6,1,2,18
"20235",18818,"IT",60,5,600,1,2,1,5,5,7,4,0,7,6,3,1,39
"20236",18824,"IT",585,5,510,3,1,3,3,6,6,2,1,7,6,2,2,32
"20237",18832,"IT",30,2,6666,3,2,3,7,7,7,6,2,6,7,1,1,75
"20238",18835,"IT",0,5,120,4,1,1,6,6,7,6,6,6,8,2,2,28
"20239",18844,"IT",10,5,75,4,1,2,4,2,6,2,2,7,8,3,1,17
"20240",18851,"IT",50,5,270,2,2,3,6,7,7,4,5,9,7,2,1,26
"20241",18863,"IT",45,5,60,3,2,2,6,88,6,5,4,7,8,4,1,22
"20242",18877,"IT",30,5,180,4,2,1,3,3,3,3,3,6,8,3,1,41
"20243",18879,"IT",1224,5,8888,2,1,2,3,7,8,0,0,9,9,3,1,59
"20244",18907,"IT",60,3,6666,3,2,2,6,6,8,6,6,8,8,2,2,53
"20245",18909,"IT",120,3,6666,2,3,2,2,3,3,4,4,3,7,2,1,31
"20246",18913,"IT",120,5,540,1,1,4,1,1,6,0,0,2,9,2,2,59
"20247",18921,"IT",60,5,180,3,2,3,2,3,6,3,3,5,7,1,1,59
